1000 200000
228 381 401
512 113 310
155 120 751
701 242 386
889 165 102
361 310 98
772 121 536
782 4 632
864 43 304
650 901 527
913 33 143
858 82 867
530 204 176
191 619 941
700 117 495
245 487 3
391 420 779
592 346 632
5 75 338
693 976 575
219 541 352
328 125 813
677 291 523
584 110 622
371 132 650
408 73 453
184 653 260
859 707 796
703 728 245
407 604 232
595 236 981
899 317 513
933 430 194
246 712 336
853 490 476
945 908 602
199 129 81
345 980 203
717 532 232
153 453 399
446 805 277
335 361 215
838 756 544
494 279 398
840 462 148
97 298 265
866 647 566
318 116 78
802 435 868
824 716 46
86 585 83
617 974 26
865 109 169
410 619 174
624 254 556
766 244 4
508 422 650
742 761 476
68 432 338
981 697 163
333 278 58
77 71 38
361 665 226
208 988 979
455 705 859
335 838 713
157 348 393
184 879 342
509 166 88
911 719 589
300 472 622
206 370 878
475 277 834
500 649 180
46 654 228
526 60 149
727 573 300
867 88 965
688 112 248
670 107 771
212 318 823
484 859 643
49 37 973
892 211 548
937 20 647
682 205 44
850 132 917
591 610 11
618 210 217
644 811 946
973 979 138
749 619 957
906 198 948
99 89 731
183 135 288
687 795 591
376 119 522
499 450 184
587 97 300
973 929 371
645 283 688
93 323 495
118 833 171
161 711 233
227 330 310
960 121 590
222 484 419
237 133 655
167 675 308
144 244 688
146 864 816
853 431 852
928 583 662
87 975 955
441 891 830
476 135 678
69 67 680
537 640 837
446 983 972
276 866 866
869 466 731
905 816 287
312 864 960
327 318 838
708 669 726
192 138 766
185 92 847
18 6 947
270 656 574
940 619 851
704 464 936
722 934 445
853 968 62
338 887 293
321 2 467
48 55 192
773 370 865
691 570 382
947 818 434
822 36 774
694 888 215
685 369 33
229 744 467
890 255 460
993 919 498
171 716 275
252 287 667
904 541 981
733 558 222
897 785 850
265 120 269
207 108 489
997 927 206
16 302 877
177 591 302
138 84 390
1000 805 465
702 996 400
203 833 750
94 441 61
292 527 426
102 91 171
460 204 464
634 995 547
819 91 488
714 88 202
416 372 618
333 102 413
442 712 633
166 619 50
833 37 909
328 927 849
59 328 573
240 553 287
528 883 493
357 852 235
907 115 690
233 29 422
761 489 292
924 911 356
524 833 289
983 348 439
6 357 645
733 104 920
350 906 796
907 815 722
63 442 14
672 761 552
722 551 176
215 615 638
419 430 750
523 58 37
637 293 22
63 394 356
681 460 473
41 521 50
939 549 812
452 488 683
982 467 445
686 190 467
556 162 945
953 138 755
368 597 560
796 489 214
612 161 930
198 679 677
342 287 399
788 257 298
335 806 110
232 108 734
312 402 149
621 496 537
198 811 948
108 122 19
609 482 947
240 206 425
148 128 917
982 788 35
340 963 665
517 960 735
811 160 999
497 569 502
953 18 892
338 48 217
380 690 369
318 631 373
235 25 524
955 840 217
881 929 609
216 252 613
308 373 478
617 928 533
47 109 840
146 728 73
651 495 638
536 236 621
276 628 122
820 946 727
891 39 418
563 206 677
814 264 632
22 351 92
10 149 822
340 580 516
173 257 375
372 687 607
690 38 111
597 410 235
951 210 843
471 716 885
9 118 913
113 68 372
637 97 185
158 430 723
872 131 931
951 474 67
464 691 650
18 91 684
634 793 401
127 338 110
553 889 271
532 370 653
413 986 895
118 241 791
963 178 681
148 870 791
357 50 846
826 991 760
918 116 546
542 880 529
417 819 399
17 671 662
391 821 452
322 388 825
771 374 49
391 451 876
894 639 523
713 525 758
348 573 89
653 312 863
183 457 851
245 617 310
960 86 657
473 774 625
371 65 738
994 253 283
700 963 601
589 798 648
945 959 224
995 678 220
354 978 1
114 113 776
543 690 696
240 730 5
343 706 611
460 990 648
458 394 271
744 986 444
339 347 736
914 123 812
597 840 659
775 333 954
352 85 446
868 601 783
375 446 870
35 876 87
832 453 992
610 253 155
617 719 535
934 167 444
62 109 830
150 588 952
303 519 862
433 287 922
504 206 31
882 608 49
393 228 185
251 625 912
737 395 850
55 393 267
687 241 173
428 183 325
204 905 779
66 679 437
801 714 81
244 916 131
370 963 22
141 246 592
397 786 721
143 37 867
967 968 310
389 405 592
662 513 87
159 51 90
786 390 295
753 77 911
303 570 897
12 344 771
844 803 596
859 445 745
61 732 812
28 755 770
8 343 683
201 109 199
574 558 810
89 73 203
691 143 864
686 425 39
230 969 43
993 730 755
493 88 862
187 618 469
645 522 115
914 284 36
191 719 974
951 211 320
997 349 737
757 430 359
758 557 455
174 696 532
677 793 982
824 70 780
117 617 489
589 378 593
467 346 58
378 781 897
949 881 801
1 396 160
995 499 318
379 365 755
594 713 294
472 853 28
674 437 453
744 710 280
472 307 315
667 173 112
234 99 704
796 69 537
350 530 308
853 259 791
638 623 946
218 503 958
136 207 849
781 415 851
535 678 523
388 143 992
285 688 226
918 908 838
309 428 481
128 932 330
324 85 304
163 733 536
733 406 108
411 610 260
115 701 469
676 525 912
430 509 120
539 59 70
159 35 612
859 432 58
170 59 138
197 567 566
127 270 877
583 730 220
524 354 273
640 290 431
474 21 902
493 402 142
852 505 528
59 625 981
384 103 606
702 140 954
409 216 824
72 969 738
239 895 858
330 599 961
421 574 246
480 29 499
497 445 930
365 978 992
825 144 147
631 97 526
358 331 496
66 642 631
328 921 660
652 365 338
695 31 402
582 725 770
239 101 337
212 889 240
53 974 53
646 896 712
721 983 680
854 753 857
411 116 986
603 322 809
940 425 769
226 852 870
217 859 559
589 247 247
606 553 747
779 459 746
882 478 335
282 818 362
962 877 632
112 504 578
255 130 195
46 320 982
501 583 251
402 920 425
67 44 554
584 282 473
267 397 699
173 979 114
51 651 652
734 409 585
754 291 580
672 577 209
358 203 393
23 6 237
985 990 46
785 231 113
38 857 323
190 715 145
486 552 466
794 884 952
326 575 116
486 418 243
769 732 469
535 105 161
227 828 816
739 576 136
581 260 811
676 872 841
688 205 371
829 186 844
266 972 805
487 153 491
660 352 82
519 336 218
675 677 605
805 905 154
972 20 970
662 119 883
50 807 104
23 132 988
548 643 649
631 821 54
16 154 733
409 614 237
965 256 971
511 559 105
601 568 26
613 311 823
294 715 202
361 821 590
45 82 843
947 488 982
405 720 492
90 210 256
202 633 453
826 576 614
285 417 673
557 837 420
381 972 571
127 233 301
947 694 839
92 195 206
442 871 366
588 956 159
423 834 150
99 1 930
340 335 728
334 757 114
572 195 460
443 813 242
69 101 692
422 768 652
580 196 407
906 385 366
105 851 574
863 7 764
831 181 784
650 444 377
107 547 540
188 67 992
251 976 389
999 14 338
494 452 67
304 928 874
895 291 601
7 513 458
539 653 948
615 918 410
900 152 902
713 96 735
295 22 402
425 762 142
36 470 531
216 378 270
360 99 698
740 576 350
355 951 991
663 511 104
701 670 902
738 193 261
213 813 353
109 243 618
583 654 218
912 156 265
927 791 656
222 25 747
416 288 40
682 544 859
265 743 745
598 204 797
915 632 613
318 815 692
690 493 934
142 927 42
807 570 849
987 19 272
893 394 624
59 659 175
701 326 21
782 504 27
671 646 406
105 875 177
328 940 319
705 548 807
436 174 81
927 821 579
996 581 645
375 139 164
380 698 451
616 591 652
518 170 306
952 706 94
543 605 319
179 630 888
956 874 4
870 984 563
208 412 914
808 532 224
930 531 328
172 876 769
824 131 644
813 854 88
296 415 325
868 538 302
424 343 136
874 594 903
131 93 472
328 627 694
230 340 115
997 493 480
371 652 83
760 502 68
788 842 63
88 149 416
686 35 287
81 961 325
478 158 340
884 963 284
31 408 467
642 913 478
692 376 614
562 706 803
294 579 712
781 935 918
395 662 271
711 981 568
490 575 200
978 694 849
668 404 201
643 194 277
204 154 373
907 470 812
674 305 261
564 392 50
647 368 608
802 498 929
670 496 111
489 253 615
788 90 842
825 481 649
412 367 925
656 71 339
26 934 884
488 866 642
387 172 601
124 66 731
560 454 325
572 997 133
710 968 907
906 246 326
91 163 740
896 69 740
339 765 238
390 391 399
145 772 373
997 500 389
853 73 52
175 550 249
990 707 111
652 723 855
844 260 923
418 169 207
415 622 371
429 124 112
925 461 89
237 958 639
99 167 542
667 477 455
767 913 617
33 221 561
209 361 413
623 573 242
678 248 603
674 528 631
485 355 614
397 52 54
996 84 864
300 19 396
707 143 482
282 472 489
665 20 144
550 138 462
119 910 916
819 639 695
978 869 213
933 665 115
394 416 746
266 976 140
592 427 717
580 541 744
900 791 877
258 156 428
371 920 482
250 349 258
692 339 9
748 728 200
616 128 476
192 443 49
40 851 55
66 975 389
618 705 724
217 472 201
67 173 247
411 987 523
450 265 159
328 59 29
66 132 945
667 185 880
61 828 237
612 867 345
436 161 758
638 244 83
424 86 962
47 391 732
213 723 588
681 748 893
838 435 259
158 702 56
592 775 808
865 93 259
446 163 323
926 19 940
716 707 83
578 85 66
2 650 849
943 83 676
174 836 198
223 702 988
795 528 880
953 981 222
350 499 391
188 643 606
568 566 676
179 147 687
778 269 951
187 474 523
682 763 739
410 325 574
45 714 917
738 824 879
395 788 343
382 255 44
644 191 574
195 238 284
726 617 231
982 225 987
66 823 993
573 969 305
141 789 403
469 842 74
950 506 961
790 856 750
643 944 970
247 231 827
83 289 671
822 263 514
56 162 53
11 547 354
31 333 184
537 550 129
41 322 410
785 958 107
725 219 588
278 864 563
131 747 143
574 248 975
763 707 195
791 286 209
728 400 629
399 479 475
369 606 751
107 53 847
968 657 907
383 120 449
768 736 794
334 437 279
430 734 868
385 778 593
870 892 687
110 31 128
248 237 388
299 300 304
789 200 85
707 115 448
138 746 989
368 237 752
424 793 739
471 793 729
506 538 901
68 644 745
362 942 905
898 235 941
234 926 656
290 190 62
311 364 525
473 394 596
447 383 145
591 695 859
492 423 595
271 93 378
893 933 499
64 418 156
310 527 877
419 168 866
691 42 297
940 908 117
709 536 663
995 774 37
639 353 593
852 946 452
894 885 929
83 986 266
320 233 822
9 179 35
253 714 539
22 815 276
552 485 80
947 484 608
709 512 928
371 562 729
390 921 975
377 60 448
829 520 416
404 513 338
632 315 154
518 607 458
166 687 462
871 572 241
867 499 976
720 157 667
236 21 492
527 630 289
193 869 416
660 524 853
978 794 126
227 634 568
857 975 817
678 113 686
469 334 243
264 211 660
128 218 299
910 111 500
20 232 155
455 86 321
738 413 325
426 307 675
19 928 657
974 142 564
324 486 672
730 455 199
448 259 646
986 684 368
15 198 900
822 596 768
614 452 507
765 116 842
612 179 324
539 528 166
698 594 843
105 199 988
770 847 409
738 923 687
594 340 268
103 639 363
507 656 480
83 25 279
296 925 751
589 48 600
911 282 150
225 24 975
162 117 302
509 797 566
187 699 624
973 843 741
252 606 965
449 842 376
175 265 853
951 466 251
580 735 164
63 104 504
147 700 685
565 393 697
478 3 95
332 362 229
417 117 206
266 39 842
267 948 411
374 73 151
35 927 894
106 280 806
253 851 965
295 76 269
554 29 719
253 845 783
428 782 641
970 396 368
183 150 350
639 330 770
295 232 785
573 389 618
920 908 789
95 387 853
33 899 695
499 678 842
437 431 342
88 181 53
995 10 755
138 62 706
50 353 231
98 904 112
589 175 842
411 908 878
241 761 180
899 494 923
675 48 177
303 524 109
447 679 699
535 890 708
529 714 110
287 263 987
176 544 627
73 539 324
700 30 252
508 207 514
262 264 727
627 824 389
872 906 792
678 515 854
400 597 832
691 124 586
266 304 477
281 465 808
455 251 300
669 416 867
374 668 586
312 14 611
863 723 908
503 283 537
229 312 438
433 564 566
610 523 867
68 486 436
416 442 692
768 850 48
766 824 521
864 6 199
805 899 62
391 335 635
566 573 572
979 163 719
412 180 698
463 82 304
675 17 264
596 857 738
158 782 744
383 491 806
210 585 173
442 586 50
400 603 735
476 726 945
99 568 72
222 592 452
522 689 844
259 110 70
324 122 676
639 608 178
552 904 521
891 685 118
706 727 509
10 258 620
984 225 661
331 854 480
834 39 288
469 34 472
448 481 745
493 763 418
422 60 482
863 277 810
459 682 999
781 542 421
154 443 353
948 783 994
840 110 284
250 730 94
911 980 358
410 428 517
174 375 641
553 4 147
395 91 712
71 392 656
310 350 949
305 779 977
330 655 999
344 483 821
291 589 82
240 212 822
211 910 289
524 898 83
960 441 931
652 459 471
323 288 289
824 142 290
352 985 869
754 810 620
914 988 894
787 311 350
566 556 996
972 395 422
62 335 222
648 937 943
227 936 22
705 920 538
218 521 185
988 32 902
553 593 881
88 777 353
425 327 538
743 896 398
52 105 940
823 252 117
595 459 773
179 909 472
934 411 94
121 637 911
698 608 516
429 626 629
215 804 770
320 658 951
503 453 149
823 906 31
870 502 58
688 695 333
240 30 75
945 443 222
273 830 34
443 885 7
491 192 737
662 436 457
560 282 927
562 923 10
605 687 431
88 825 507
174 563 581
982 877 852
735 339 974
627 161 895
806 311 220
336 293 514
77 323 609
633 535 631
897 311 353
756 272 728
244 197 715
157 925 763
375 846 44
221 863 826
945 245 917
681 153 118
956 693 226
132 287 655
553 919 916
872 816 699
504 306 274
555 289 688
623 199 127
538 267 455
593 234 76
535 243 91
114 850 213
893 899 407
468 7 250
117 108 530
463 920 632
265 398 356
799 745 336
348 907 95
909 139 650
918 939 329
133 997 252
612 270 958
6 926 91
865 967 421
756 91 524
907 504 647
643 293 123
554 567 793
864 796 537
698 345 206
691 937 811
377 512 750
484 899 675
59 798 178
913 826 687
863 717 850
91 253 590
873 925 969
953 30 661
182 557 400
603 242 35
823 870 11
201 507 779
861 18 554
757 20 849
37 93 571
224 870 203
669 331 732
807 518 388
386 453 149
720 527 85
405 257 170
631 816 150
267 881 387
465 325 438
953 122 178
375 585 696
250 16 372
794 238 885
958 678 723
927 683 803
783 971 714
296 650 558
333 49 582
746 950 530
348 288 942
547 647 447
923 593 472
494 272 648
815 369 336
665 212 510
48 603 553
843 515 751
139 104 964
474 591 976
655 856 142
12 73 519
712 357 188
712 404 393
22 717 89
243 89 244
777 329 774
141 169 845
267 122 218
54 435 988
34 443 393
504 571 376
580 21 855
44 999 390
356 478 746
248 318 387
486 51 197
498 38 447
119 956 281
806 603 39
700 755 630
663 212 985
993 923 146
892 653 804
751 299 400
126 994 108
588 978 671
279 935 199
523 882 94
462 31 198
860 248 237
84 688 975
637 331 742
899 95 404
973 138 271
731 498 870
217 637 174
795 676 993
672 195 162
216 526 584
414 378 685
515 275 40
39 532 927
105 94 591
949 225 371
430 347 742
946 674 409
707 918 743
638 404 985
772 170 163
455 380 940
209 911 519
352 826 410
815 160 428
203 754 258
571 257 987
441 715 891
221 505 357
800 399 272
235 537 638
374 123 546
24 34 95
277 789 316
583 686 426
509 632 439
511 194 199
479 8 797
888 491 920
770 192 200
15 185 300
619 789 474
657 48 7
447 191 317
230 867 91
631 777 732
716 726 49
79 395 951
234 560 387
750 440 842
571 411 779
322 592 204
416 379 954
213 622 523
740 581 40
223 397 429
444 916 403
71 403 127
536 476 63
461 68 727
347 377 262
386 330 616
728 936 127
697 325 607
415 719 485
433 5 287
277 611 901
135 631 418
82 603 722
916 292 873
254 527 726
977 707 518
879 280 697
646 860 500
831 425 295
796 981 772
879 74 689
28 872 578
272 920 707
854 306 588
595 307 926
603 587 441
27 636 952
370 136 517
386 667 680
622 656 141
195 597 57
309 229 201
231 98 424
147 921 915
305 166 896
725 632 424
536 909 668
576 305 364
159 506 273
992 261 953
609 476 571
510 343 241
381 363 773
644 747 884
975 366 358
335 713 99
496 200 698
612 686 549
534 993 724
131 667 69
505 474 618
565 590 226
252 813 228
309 312 442
122 182 869
820 417 185
151 117 800
841 55 270
399 903 367
496 714 523
152 741 18
723 948 74
94 439 564
559 249 676
285 501 105
311 33 539
62 28 520
77 775 190
6 58 551
270 768 945
945 607 484
565 245 462
996 884 845
438 331 286
669 369 563
77 443 550
150 152 697
895 118 970
92 268 817
699 155 522
300 890 561
868 673 780
219 960 606
510 764 535
518 482 604
856 765 953
912 407 851
23 240 300
182 475 682
855 35 257
664 220 387
67 789 812
668 224 456
339 548 8
599 559 104
526 820 955
835 416 797
696 871 611
631 878 916
549 209 145
449 700 1000
179 848 800
955 798 790
796 479 818
553 823 929
475 165 8
653 621 147
672 384 526
419 816 408
296 368 655
999 47 272
501 6 353
536 854 516
834 541 581
754 303 974
263 270 471
814 798 809
235 811 125
437 235 627
469 866 323
623 644 469
463 126 222
896 874 676
649 222 398
705 431 805
124 201 549
10 806 641
455 405 996
732 434 862
36 117 141
686 429 641
610 400 548
948 715 156
281 926 624
186 520 582
451 662 449
282 901 689
855 325 37
945 461 734
110 982 524
458 71 706
399 826 614
88 657 676
165 771 210
706 257 661
93 968 678
145 297 563
365 592 457
501 596 764
130 456 764
720 932 462
927 471 739
461 870 205
989 695 925
388 467 4
504 758 723
5 366 218
152 813 823
627 457 539
589 70 863
257 311 861
385 226 685
790 977 916
583 67 789
469 627 436
536 530 619
234 266 765
758 741 339
235 943 39
420 802 898
272 990 420
404 786 106
36 451 117
963 930 843
568 605 529
358 63 696
348 410 414
176 828 578
171 315 808
433 890 406
180 404 900
345 881 401
715 124 572
174 675 149
220 67 592
239 775 982
334 142 259
190 292 707
86 482 859
29 302 707
976 149 638
214 171 807
163 598 949
6 930 79
934 832 720
831 328 635
570 113 364
269 221 965
791 811 156
927 235 232
884 913 644
738 704 893
609 35 300
105 769 410
644 775 439
766 236 446
525 45 431
586 711 649
836 938 763
526 632 92
263 206 346
265 899 787
924 128 9
732 823 501
552 151 186
967 257 712
363 364 651
689 316 122
335 569 368
163 297 192
251 988 332
264 195 304
942 628 229
490 181 133
132 193 641
799 186 714
325 988 409
262 825 937
476 67 323
577 279 900
930 191 33
517 885 762
428 358 281
626 949 936
411 302 501
781 406 127
813 720 900
153 93 511
569 294 103
391 850 92
754 927 44
218 532 445
635 755 664
266 784 647
543 414 447
15 847 947
963 150 193
248 622 519
381 309 448
534 958 798
285 360 678
255 547 27
904 440 807
391 603 868
82 554 851
33 318 808
290 193 159
169 429 243
193 292 770
785 356 993
382 360 44
556 979 861
167 541 547
548 703 548
537 199 803
209 54 302
819 393 358
841 260 748
886 932 518
727 587 60
907 26 895
351 626 238
592 382 348
115 284 539
700 69 827
543 900 511
888 699 496
220 284 413
261 128 438
826 964 369
324 371 809
748 30 891
287 234 377
321 961 567
1 876 880
300 143 737
302 249 708
687 193 608
119 79 947
812 983 918
1000 253 923
171 755 981
940 182 720
198 495 998
204 846 52
647 866 835
276 178 849
206 343 939
232 463 207
390 656 291
380 161 506
796 916 663
324 218 240
486 253 504
47 53 161
475 644 149
726 9 301
848 297 726
488 661 281
241 563 777
188 445 442
592 141 26
685 993 249
324 875 367
942 1000 210
986 832 436
576 443 365
356 776 907
159 113 634
322 290 837
241 222 610
690 329 755
907 518 815
710 617 604
595 970 854
355 372 158
830 42 386
673 319 453
542 41 706
289 552 492
483 443 895
975 443 593
510 226 559
717 250 190
420 956 813
509 945 260
501 598 994
485 36 969
675 551 306
77 395 191
108 9 121
884 642 6
158 41 458
576 626 520
317 305 588
663 694 245
530 506 990
521 155 186
13 189 967
67 649 956
876 835 314
83 891 625
571 194 245
62 648 822
675 137 656
520 709 881
677 234 180
786 975 336
516 703 368
53 15 744
64 833 312
92 684 372
363 855 811
344 349 108
93 535 635
691 805 962
215 873 609
607 681 80
79 828 636
144 584 841
145 798 972
150 31 966
515 659 349
439 72 433
276 899 651
880 587 687
560 637 907
592 619 561
936 859 854
31 573 431
883 243 206
978 729 546
798 234 518
140 365 295
832 588 416
227 825 419
713 395 794
616 296 80
778 691 520
154 838 983
635 473 283
468 578 282
443 806 68
744 781 570
581 209 726
142 931 573
350 984 325
269 640 372
169 86 368
725 591 158
479 918 883
603 909 79
95 527 294
264 39 302
918 725 297
261 625 535
82 695 810
953 556 589
85 252 745
23 364 978
643 824 716
504 629 70
251 98 298
522 94 350
777 500 573
703 840 3
103 37 564
441 532 859
775 61 170
790 508 803
626 486 879
279 855 689
148 538 978
549 6 754
3 304 712
235 865 769
759 797 500
141 807 218
560 438 151
232 210 518
776 413 430
829 317 212
980 810 758
600 49 84
281 395 171
298 425 18
264 688 900
88 567 951
701 76 450
253 764 442
89 542 702
377 311 923
178 360 906
171 569 979
143 604 41
435 590 302
618 263 243
598 608 85
819 395 220
665 430 677
688 756 258
591 10 514
599 790 826
434 524 870
234 310 833
931 492 535
347 633 742
172 612 98
924 470 196
446 749 824
858 791 499
418 691 733
385 533 132
277 177 341
64 137 373
404 819 518
906 4 346
606 959 43
598 194 559
103 373 560
491 31 593
530 384 211
230 422 619
459 25 752
34 757 407
210 45 886
700 944 87
349 241 560
646 869 524
921 623 839
141 421 807
288 601 257
799 236 96
136 448 981
194 660 102
808 310 491
747 967 352
975 1000 130
344 958 145
120 456 281
925 173 575
31 721 671
54 930 179
444 67 484
491 250 527
894 122 954
736 757 971
912 390 164
651 149 853
584 353 78
958 63 952
479 583 815
831 279 997
929 243 470
390 282 201
116 650 513
375 527 26
324 956 332
643 279 712
806 508 348
912 646 579
588 814 176
536 498 382
845 871 556
776 988 123
824 498 899
850 85 14
337 78 557
571 444 205
592 593 788
738 513 5
185 750 922
203 899 622
575 179 98
72 354 422
185 564 578
778 354 147
907 308 293
511 376 238
487 70 457
493 966 136
58 939 994
506 556 69
987 357 502
784 501 708
364 500 526
291 635 851
970 389 515
57 453 188
459 906 169
636 287 213
944 471 541
758 274 877
14 477 440
287 608 769
454 353 924
516 645 706
739 779 691
96 303 846
700 250 893
791 148 533
14 306 491
518 491 40
225 631 311
816 585 894
596 221 208
835 456 384
125 100 860
256 889 113
857 885 523
195 161 435
710 196 482
855 712 201
2 114 837
346 176 592
286 506 406
732 948 42
153 397 219
109 427 627
173 610 83
463 597 993
648 512 504
256 686 148
78 16 901
296 850 674
903 564 77
419 398 657
663 269 644
193 294 825
863 183 451
6 288 690
85 798 278
964 990 268
816 984 775
630 915 132
118 180 208
153 798 64
256 712 403
661 911 899
836 387 729
626 724 964
831 39 58
739 214 40
144 544 553
184 294 90
219 814 979
58 852 787
983 362 589
661 114 172
744 154 266
370 762 382
442 279 362
445 170 745
631 134 856
25 657 654
903 953 74
31 274 275
264 907 625
630 620 9
411 278 749
365 600 855
901 604 333
598 306 631
845 906 835
485 685 512
1 914 26
932 224 537
523 145 215
491 890 137
787 828 345
111 567 413
417 338 996
11 42 34
518 360 443
538 751 143
353 410 126
645 239 825
666 22 564
258 513 280
888 381 19
179 157 355
705 294 252
685 296 548
341 8 541
816 14 444
687 602 761
953 351 993
699 136 351
802 282 168
232 341 323
782 859 938
791 617 493
402 341 733
647 858 461
818 963 134
770 212 846
986 666 920
427 315 321
849 749 388
854 755 781
968 813 8
278 749 60
713 989 48
970 916 511
967 283 396
275 9 717
778 55 550
917 508 786
413 253 995
355 469 861
833 362 550
865 872 259
657 163 936
508 117 793
442 525 652
891 405 935
992 580 612
815 474 649
214 542 418
841 63 906
500 284 844
537 518 985
953 41 404
905 137 789
696 507 324
109 920 140
240 124 500
473 963 749
153 473 632
74 37 143
345 321 118
690 111 147
429 620 704
574 190 160
806 828 718
316 326 384
441 827 526
107 5 839
616 693 825
316 483 862
49 684 809
261 62 497
534 924 827
746 533 533
302 907 580
29 753 36
381 165 780
10 637 575
127 366 630
632 57 611
703 179 303
336 614 706
637 822 820
941 674 917
361 547 284
444 71 528
760 707 299
863 605 440
683 51 741
987 944 750
722 902 6
771 762 549
25 998 516
329 573 843
460 101 991
302 514 611
628 79 895
513 520 41
460 978 917
72 979 110
488 761 866
577 149 848
368 808 280
562 802 511
569 126 963
863 174 130
128 314 93
477 63 961
623 378 748
343 4 205
485 198 306
722 582 647
585 421 181
219 744 669
45 205 482
501 56 929
527 465 263
716 511 24
894 773 174
66 886 940
620 312 148
352 160 649
538 928 9
372 874 360
845 826 431
307 440 633
572 819 388
179 470 945
811 240 649
277 374 875
607 139 187
258 297 561
796 908 142
136 721 9
652 937 587
911 491 937
182 183 224
166 122 29
569 545 493
702 991 538
789 652 846
410 717 180
406 718 206
76 539 343
994 484 976
581 187 312
174 932 400
51 830 557
353 623 501
903 23 615
510 46 201
982 754 384
836 770 757
173 170 36
314 320 619
278 193 975
697 907 966
894 493 980
498 914 586
545 407 289
127 98 934
297 295 741
909 276 914
517 168 462
220 710 194
838 625 122
584 414 864
226 935 604
687 106 590
176 142 599
339 435 423
71 737 258
845 464 286
837 793 346
449 499 52
728 905 846
138 563 789
134 394 81
354 245 202
164 911 301
566 360 525
549 403 166
646 988 916
580 588 988
438 727 764
606 807 546
118 208 597
46 326 1
324 900 113
657 809 969
548 299 595
528 66 771
855 900 840
513 116 127
656 572 382
813 151 619
549 850 138
808 490 274
599 394 982
629 326 608
24 763 907
831 925 16
616 711 769
694 529 616
902 841 189
410 448 189
888 766 759
838 859 580
873 66 804
704 236 198
363 148 211
556 384 832
673 582 779
527 654 175
871 499 592
763 670 584
857 92 468
493 694 954
287 524 18
517 341 713
735 422 575
801 735 20
437 385 793
966 89 388
43 254 166
632 45 290
437 191 445
930 405 67
57 314 807
452 812 562
137 314 137
618 12 172
184 220 738
318 788 786
452 676 446
530 594 302
410 612 519
838 790 624
916 651 262
651 1 763
615 515 208
747 588 520
940 378 359
913 105 605
387 864 673
427 637 327
32 886 96
56 974 237
786 719 810
760 545 955
806 716 665
227 3 280
151 792 348
583 97 364
138 790 426
389 574 262
816 240 313
195 919 543
125 774 376
797 76 898
863 919 561
829 299 569
411 992 218
949 511 256
411 776 119
151 475 17
549 788 466
468 831 740
944 77 568
644 93 620
280 564 341
568 489 654
878 120 336
657 643 607
477 200 580
852 344 989
748 259 66
379 134 759
824 794 606
809 100 973
590 275 240
989 323 550
751 980 410
541 282 749
670 311 413
589 55 503
750 123 479
891 77 143
385 412 473
481 823 229
207 190 380
430 384 312
802 225 969
60 138 983
45 327 440
716 992 253
47 488 912
347 319 490
860 11 397
100 21 923
323 789 562
792 57 599
539 748 924
575 845 339
712 822 203
473 522 144
46 849 340
179 465 35
634 477 430
610 321 472
681 835 871
971 969 739
626 451 699
389 133 282
527 641 322
445 880 103
389 952 867
593 980 68
558 8 383
544 808 781
541 488 839
378 219 384
693 789 193
12 25 286
453 777 566
144 17 584
150 979 593
358 827 511
615 751 808
80 362 952
509 501 687
987 402 371
363 658 207
918 379 615
592 318 208
8 349 359
364 42 307
899 824 853
399 211 763
863 274 917
440 756 429
572 593 474
892 969 912
885 712 944
473 996 673
273 114 503
183 61 128
177 870 326
985 609 835
518 391 97
861 405 336
148 802 27
519 982 783
740 991 49
480 750 620
958 476 266
861 503 998
522 888 756
764 866 320
444 232 588
193 508 363
309 987 435
111 816 732
179 302 666
89 808 648
651 87 833
457 640 628
744 738 38
42 303 524
916 313 341
508 421 536
396 405 764
532 371 428
79 928 649
433 84 559
404 845 191
600 767 289
540 38 6
898 508 157
399 153 14
397 744 939
724 689 784
535 587 733
357 54 935
837 54 307
553 795 980
403 658 798
696 132 305
782 295 773
582 939 735
736 268 285
884 788 279
641 811 969
314 131 759
375 822 176
295 420 217
693 450 866
944 959 43
816 534 475
602 739 671
542 168 579
881 365 575
809 976 970
1 83 377
202 193 539
706 70 549
252 379 282
438 280 921
949 687 671
575 832 829
699 269 279
149 421 388
743 310 146
203 766 920
269 495 913
15 147 100
212 77 255
5 68 847
566 51 413
501 967 912
763 9 37
319 541 31
654 451 175
686 479 785
84 510 682
650 26 384
16 385 90
594 175 927
558 696 927
336 639 731
751 712 29
734 309 143
700 183 86
450 534 302
147 325 55
2 96 377
417 867 490
266 630 422
386 750 961
115 82 685
994 528 463
571 559 467
850 351 577
506 591 214
142 930 845
129 957 728
43 1 5
412 375 510
379 787 391
696 827 987
468 775 222
697 305 561
427 665 666
729 996 431
317 872 436
741 576 333
485 749 167
223 236 928
469 44 208
133 880 377
337 939 206
549 991 922
469 431 336
337 896 280
560 786 835
673 13 116
936 372 802
292 145 967
362 762 942
524 382 816
8 796 855
410 490 394
781 696 437
556 89 973
297 950 669
309 447 522
410 166 849
722 871 774
982 689 383
89 255 811
705 74 977
698 232 689
309 256 706
39 820 130
337 676 981
356 577 783
47 943 142
133 51 488
766 877 525
567 154 519
626 838 358
150 380 569
989 846 944
74 674 933
223 310 17
384 14 796
873 932 417
826 281 62
871 339 998
774 408 626
788 866 343
328 601 797
210 902 766
71 517 861
794 517 319
887 474 896
634 661 688
